,game_date,game_status_text,points_home,points_away,home_team_wins,city_home,nickname_home,city_away,nickname_away
22048,2015-04-07,Final,88,113,0,Oklahoma City,Thunder,San Antonio,Spurs
22049,2020-02-10,Final,127,120,1,Denver,Nuggets,San Antonio,Spurs
22050,2014-03-28,Final,102,133,0,Denver,Nuggets,San Antonio,Spurs
22051,2013-11-05,Final,94,102,0,Denver,Nuggets,San Antonio,Spurs
22052,2013-10-14,Final,98,94,1,Denver,Nuggets,San Antonio,Spurs
22053,2013-04-10,Final,96,86,1,Denver,Nuggets,San Antonio,Spurs
22054,2012-12-18,Final,112,106,1,Denver,Nuggets,San Antonio,Spurs
22055,2012-02-23,Final,99,114,0,Denver,Nuggets,San Antonio,Spurs
22056,2011-03-23,Final,115,112,1,Denver,Nuggets,San Antonio,Spurs
22057,2010-12-16,Final,112,113,0,Denver,Nuggets,San Antonio,Spurs
22058,2010-04-10,Final,85,104,0,Denver,Nuggets,San Antonio,Spurs
22059,2010-02-11,Final,92,111,0,Denver,Nuggets,San Antonio,Spurs
22060,2009-02-03,Final,104,96,1,Denver,Nuggets,San Antonio,Spurs
22061,2008-12-04,Final,91,108,0,Denver,Nuggets,San Antonio,Spurs
22062,2008-03-07,Final,109,96,1,Denver,Nuggets,San Antonio,Spurs
22063,2008-01-03,Final,80,77,1,Denver,Nuggets,San Antonio,Spurs
22064,2007-04-30,Final,89,96,0,Denver,Nuggets,San Antonio,Spurs
22065,2007-04-28,Final,91,96,0,Denver,Nuggets,San Antonio,Spurs
22066,2007-01-10,Final,83,92,0,Denver,Nuggets,San Antonio,Spurs
22067,2006-03-22,Final,104,92,1,Denver,Nuggets,San Antonio,Spurs
22068,2005-12-31,Final,88,98,0,Denver,Nuggets,San Antonio,Spurs
22069,2005-05-02,Final,115,126,0,Denver,Nuggets,San Antonio,Spurs
22070,2005-04-30,Final,78,86,0,Denver,Nuggets,San Antonio,Spurs
22071,2005-04-01,Final,102,84,1,Denver,Nuggets,San Antonio,Spurs
22072,2004-11-26,Final,75,89,0,Denver,Nuggets,San Antonio,Spurs
22073,2004-01-05,Final,74,98,0,Denver,Nuggets,San Antonio,Spurs
22074,2003-10-29,Final,80,72,1,Denver,Nuggets,San Antonio,Spurs
22075,2019-04-27,Final,90,86,1,Denver,Nuggets,San Antonio,Spurs
22076,2019-04-23,Final,108,90,1,Denver,Nuggets,San Antonio,Spurs
22077,2019-04-16,Final,114,105,1,Denver,Nuggets,San Antonio,Spurs
22078,2019-04-13,Final,96,101,0,Denver,Nuggets,San Antonio,Spurs
22079,2019-04-03,Final,113,85,1,Denver,Nuggets,San Antonio,Spurs
22080,2018-12-28,Final,102,99,1,Denver,Nuggets,San Antonio,Spurs
22081,2018-02-23,Final,122,119,1,Denver,Nuggets,San Antonio,Spurs
22082,2018-02-13,Final,117,109,1,Denver,Nuggets,San Antonio,Spurs
22083,2017-01-05,Final,99,127,0,Denver,Nuggets,San Antonio,Spurs
22084,2016-04-08,Final,102,98,1,Denver,Nuggets,San Antonio,Spurs
22085,2015-11-27,Final,80,91,0,Denver,Nuggets,San Antonio,Spurs
22086,2015-01-20,Final,99,109,0,Denver,Nuggets,San Antonio,Spurs
22087,2014-12-14,Final,91,99,0,Denver,Nuggets,San Antonio,Spurs
22088,2020-01-20,Final,118,120,0,Phoenix,Suns,San Antonio,Spurs
22089,2019-12-14,Final,119,121,0,Phoenix,Suns,San Antonio,Spurs
22090,2014-02-21,Final,106,85,1,Phoenix,Suns,San Antonio,Spurs
22091,2013-12-18,Final,101,108,0,Phoenix,Suns,San Antonio,Spurs
22092,2013-02-24,Final,87,97,0,Phoenix,Suns,San Antonio,Spurs
22093,2012-04-25,Final,106,110,0,Phoenix,Suns,San Antonio,Spurs
22094,2012-03-27,Final,100,107,0,Phoenix,Suns,San Antonio,Spurs
22095,2011-04-13,Final,106,103,1,Phoenix,Suns,San Antonio,Spurs
22096,2010-11-03,Final,110,112,0,Phoenix,Suns,San Antonio,Spurs
22097,2010-05-05,Final,110,102,1,Phoenix,Suns,San Antonio,Spurs
22098,2010-05-03,Final,111,102,1,Phoenix,Suns,San Antonio,Spurs
22099,2010-04-07,Final,112,101,1,Phoenix,Suns,San Antonio,Spurs
22100,2009-12-15,Final,116,104,1,Phoenix,Suns,San Antonio,Spurs
22101,2009-01-29,Final,104,114,0,Phoenix,Suns,San Antonio,Spurs
22102,2008-12-25,Final,90,91,0,Phoenix,Suns,San Antonio,Spurs
22103,2008-04-27,Final,105,86,1,Phoenix,Suns,San Antonio,Spurs
22104,2008-04-25,Final,99,115,0,Phoenix,Suns,San Antonio,Spurs
22105,2008-03-09,Final,94,87,1,Phoenix,Suns,San Antonio,Spurs
22106,2008-01-31,Final,81,84,0,Phoenix,Suns,San Antonio,Spurs
22107,2007-05-16,Final,85,88,0,Phoenix,Suns,San Antonio,Spurs
22108,2007-05-08,Final,101,81,1,Phoenix,Suns,San Antonio,Spurs
22109,2007-05-06,Final,106,111,0,Phoenix,Suns,San Antonio,Spurs
22110,2007-02-01,Final,103,87,1,Phoenix,Suns,San Antonio,Spurs
22111,2006-03-09,Final,93,117,0,Phoenix,Suns,San Antonio,Spurs
22112,2006-01-07,Final,91,86,1,Phoenix,Suns,San Antonio,Spurs
22113,2005-06-01,Final,95,101,0,Phoenix,Suns,San Antonio,Spurs
22114,2005-05-24,Final,108,111,0,Phoenix,Suns,San Antonio,Spurs
22115,2005-05-22,Final,114,121,0,Phoenix,Suns,San Antonio,Spurs
22116,2005-03-09,Final,107,101,1,Phoenix,Suns,San Antonio,Spurs
22117,2005-01-21,Final,123,128,0,Phoenix,Suns,San Antonio,Spurs
22118,2004-03-06,Final,86,107,0,Phoenix,Suns,San Antonio,Spurs
22119,2004-01-23,Final,84,86,0,Phoenix,Suns,San Antonio,Spurs
22120,2018-11-14,Final,116,96,1,Phoenix,Suns,San Antonio,Spurs
22121,2018-10-31,Final,90,120,0,Phoenix,Suns,San Antonio,Spurs
22122,2018-02-07,Final,81,129,0,Phoenix,Suns,San Antonio,Spurs
22123,2017-12-09,Final,101,104,0,Phoenix,Suns,San Antonio,Spurs
22124,2017-01-14,Final,108,105,1,Phoenix,Suns,San Antonio,Spurs
22125,2016-12-15,Final,92,107,0,Phoenix,Suns,San Antonio,Spurs
22126,2016-10-03,Final,91,86,1,Phoenix,Suns,San Antonio,Spurs
22127,2016-02-21,Final,111,118,0,Phoenix,Suns,San Antonio,Spurs
22128,2016-01-21,Final,89,117,0,Phoenix,Suns,San Antonio,Spurs
22129,2015-02-28,Final,74,101,0,Phoenix,Suns,San Antonio,Spurs
22130,2014-10-31,Final,94,89,1,Phoenix,Suns,San Antonio,Spurs
22131,2014-10-16,Final,121,90,1,Phoenix,Suns,San Antonio,Spurs
22132,2020-12-17,Final,128,106,1,Houston,Rockets,San Antonio,Spurs
22133,2020-12-15,Final,112,98,1,Houston,Rockets,San Antonio,Spurs
22134,2019-12-16,Final,109,107,1,Houston,Rockets,San Antonio,Spurs
22135,2014-04-14,Final,104,98,1,Houston,Rockets,San Antonio,Spurs
22136,2014-01-28,Final,97,90,1,Houston,Rockets,San Antonio,Spurs
22137,2013-03-24,Final,96,95,1,Houston,Rockets,San Antonio,Spurs
22138,2012-12-10,Final,126,134,0,Houston,Rockets,San Antonio,Spurs
22139,2012-10-14,Final,107,116,0,Houston,Rockets,San Antonio,Spurs
22140,2012-01-21,Final,105,102,1,Houston,Rockets,San Antonio,Spurs
22141,2011-12-29,Final,105,85,1,Houston,Rockets,San Antonio,Spurs
22142,2011-12-17,Final,101,87,1,Houston,Rockets,San Antonio,Spurs
22143,2011-04-01,Final,119,114,1,Houston,Rockets,San Antonio,Spurs
22144,2011-03-12,Final,107,115,0,Houston,Rockets,San Antonio,Spurs
22145,2010-10-07,Final,90,87,1,Houston,Rockets,San Antonio,Spurs
22146,2010-02-26,Final,109,104,1,Houston,Rockets,San Antonio,Spurs
22147,2009-11-27,Final,84,92,0,Houston,Rockets,San Antonio,Spurs
22148,2009-03-14,Final,85,88,0,Houston,Rockets,San Antonio,Spurs
22149,2008-11-29,Final,103,84,1,Houston,Rockets,San Antonio,Spurs
22150,2008-10-09,Final,85,78,1,Houston,Rockets,San Antonio,Spurs
22151,2008-01-19,Final,83,81,1,Houston,Rockets,San Antonio,Spurs
22152,2007-11-06,Final,89,81,1,Houston,Rockets,San Antonio,Spurs
22153,2007-03-03,Final,74,97,0,Houston,Rockets,San Antonio,Spurs
22154,2006-11-14,Final,84,92,0,Houston,Rockets,San Antonio,Spurs
22155,2006-10-22,Final,93,72,1,Houston,Rockets,San Antonio,Spurs
22156,2006-04-19,Final,87,89,0,Houston,Rockets,San Antonio,Spurs
22157,2006-03-18,Final,77,92,0,Houston,Rockets,San Antonio,Spurs
22158,2005-01-15,Final,73,67,1,Houston,Rockets,San Antonio,Spurs
22159,2004-12-09,Final,81,80,1,Houston,Rockets,San Antonio,Spurs
22160,2004-02-09,Final,82,85,0,Houston,Rockets,San Antonio,Spurs
22161,2003-12-11,Final,67,71,0,Houston,Rockets,San Antonio,Spurs
22162,2019-10-16,Final,114,128,0,Houston,Rockets,San Antonio,Spurs
22163,2019-03-22,Final,111,105,1,Houston,Rockets,San Antonio,Spurs
22164,2018-12-22,Final,108,101,1,Houston,Rockets,San Antonio,Spurs
22165,2018-03-12,Final,109,93,1,Houston,Rockets,San Antonio,Spurs
22166,2017-12-15,Final,124,109,1,Houston,Rockets,San Antonio,Spurs
22167,2017-10-13,Final,97,106,0,Houston,Rockets,San Antonio,Spurs
22168,2017-05-11,Final,75,114,0,Houston,Rockets,San Antonio,Spurs
22169,2017-05-07,Final,125,104,1,Houston,Rockets,San Antonio,Spurs
22170,2017-05-05,Final,92,103,0,Houston,Rockets,San Antonio,Spurs
22171,2016-12-20,Final,100,102,0,Houston,Rockets,San Antonio,Spurs
22172,2016-11-12,Final,100,106,0,Houston,Rockets,San Antonio,Spurs
22173,2016-02-27,Final,94,104,0,Houston,Rockets,San Antonio,Spurs
22174,2015-12-25,Final,88,84,1,Houston,Rockets,San Antonio,Spurs
22175,2015-04-10,Final,103,104,0,Houston,Rockets,San Antonio,Spurs
22176,2014-11-06,Final,98,81,1,Houston,Rockets,San Antonio,Spurs
22177,2014-10-24,Final,96,87,1,Houston,Rockets,San Antonio,Spurs
22178,2019-12-26,Final,102,98,1,Dallas,Mavericks,San Antonio,Spurs
22179,2014-05-02,Final,113,111,1,Dallas,Mavericks,San Antonio,Spurs
22180,2014-04-28,Final,89,93,0,Dallas,Mavericks,San Antonio,Spurs
22181,2014-04-26,Final,109,108,1,Dallas,Mavericks,San Antonio,Spurs
22182,2014-04-10,Final,100,109,0,Dallas,Mavericks,San Antonio,Spurs
22183,2013-12-26,Final,107,116,0,Dallas,Mavericks,San Antonio,Spurs
22184,2013-01-25,Final,107,113,0,Dallas,Mavericks,San Antonio,Spurs
22185,2012-12-30,Final,86,111,0,Dallas,Mavericks,San Antonio,Spurs
22186,2012-03-17,Final,106,99,1,Dallas,Mavericks,San Antonio,Spurs
22187,2012-01-29,Final,101,100,1,Dallas,Mavericks,San Antonio,Spurs
22188,2011-03-18,Final,91,97,0,Dallas,Mavericks,San Antonio,Spurs
22189,2010-12-30,Final,93,99,0,Dallas,Mavericks,San Antonio,Spurs
22190,2010-04-27,Final,103,81,1,Dallas,Mavericks,San Antonio,Spurs
22191,2010-04-21,Final,88,102,0,Dallas,Mavericks,San Antonio,Spurs
22192,2010-04-18,Final,100,94,1,Dallas,Mavericks,San Antonio,Spurs
22193,2010-04-14,Final,96,89,1,Dallas,Mavericks,San Antonio,Spurs
22194,2009-11-18,Final,99,94,1,Dallas,Mavericks,San Antonio,Spurs
22195,2009-04-25,Final,99,90,1,Dallas,Mavericks,San Antonio,Spurs
22196,2009-04-23,Final,88,67,1,Dallas,Mavericks,San Antonio,Spurs
22197,2009-03-04,Final,107,102,1,Dallas,Mavericks,San Antonio,Spurs
22198,2008-12-09,Final,126,133,0,Dallas,Mavericks,San Antonio,Spurs
22199,2008-03-23,Final,81,88,0,Dallas,Mavericks,San Antonio,Spurs
22200,2007-11-15,Final,105,92,1,Dallas,Mavericks,San Antonio,Spurs
22201,2007-10-09,Final,88,67,1,Dallas,Mavericks,San Antonio,Spurs
22202,2007-04-15,Final,91,86,1,Dallas,Mavericks,San Antonio,Spurs
22203,2006-11-02,Final,91,97,0,Dallas,Mavericks,San Antonio,Spurs
22204,2006-05-19,Final,86,91,0,Dallas,Mavericks,San Antonio,Spurs
22205,2006-05-15,Final,123,118,1,Dallas,Mavericks,San Antonio,Spurs
22206,2006-05-13,Final,104,103,1,Dallas,Mavericks,San Antonio,Spurs
22207,2005-12-01,Final,90,92,0,Dallas,Mavericks,San Antonio,Spurs
22208,2005-11-05,Final,103,84,1,Dallas,Mavericks,San Antonio,Spurs
22209,2005-04-07,Final,104,68,1,Dallas,Mavericks,San Antonio,Spurs
22210,2004-11-30,Final,89,107,0,Dallas,Mavericks,San Antonio,Spurs
22211,2004-10-26,Final,94,98,0,Dallas,Mavericks,San Antonio,Spurs
22212,2004-02-26,Final,115,91,1,Dallas,Mavericks,San Antonio,Spurs
22213,2003-11-20,Final,95,92,1,Dallas,Mavericks,San Antonio,Spurs
22214,2019-11-18,Final,117,110,1,Dallas,Mavericks,San Antonio,Spurs
22215,2019-03-12,Final,105,112,0,Dallas,Mavericks,San Antonio,Spurs
22216,2019-01-16,Final,101,105,0,Dallas,Mavericks,San Antonio,Spurs
22217,2017-12-12,Final,95,89,1,Dallas,Mavericks,San Antonio,Spurs
22218,2017-11-14,Final,91,97,0,Dallas,Mavericks,San Antonio,Spurs
22219,2017-04-07,Final,89,102,0,Dallas,Mavericks,San Antonio,Spurs
22220,2016-11-30,Final,87,94,0,Dallas,Mavericks,San Antonio,Spurs
22221,2016-04-13,Final,91,96,0,Dallas,Mavericks,San Antonio,Spurs
22222,2016-02-05,Final,90,116,0,Dallas,Mavericks,San Antonio,Spurs
22223,2015-03-24,Final,101,94,1,Dallas,Mavericks,San Antonio,Spurs
22224,2014-12-20,Final,99,93,1,Dallas,Mavericks,San Antonio,Spurs
22225,2020-02-08,Final,122,102,1,Sacramento,Kings,San Antonio,Spurs
22226,2014-03-21,Final,79,99,0,Sacramento,Kings,San Antonio,Spurs
22227,2013-02-19,Final,102,108,0,Sacramento,Kings,San Antonio,Spurs
22228,2012-11-09,Final,86,97,0,Sacramento,Kings,San Antonio,Spurs
22229,2012-04-18,Final,102,127,0,Sacramento,Kings,San Antonio,Spurs
22230,2012-03-28,Final,112,117,0,Sacramento,Kings,San Antonio,Spurs
22231,2011-02-04,Final,100,113,0,Sacramento,Kings,San Antonio,Spurs
22232,2010-04-06,Final,86,95,0,Sacramento,Kings,San Antonio,Spurs
22233,2010-02-03,Final,113,115,0,Sacramento,Kings,San Antonio,Spurs
22234,2009-04-12,Final,92,95,0,Sacramento,Kings,San Antonio,Spurs
22235,2008-11-16,Final,88,90,0,Sacramento,Kings,San Antonio,Spurs
22236,2008-04-14,Final,98,101,0,Sacramento,Kings,San Antonio,Spurs
22237,2007-11-26,Final,112,99,1,Sacramento,Kings,San Antonio,Spurs
22238,2007-03-08,Final,93,100,0,Sacramento,Kings,San Antonio,Spurs
22239,2006-11-19,Final,99,108,0,Sacramento,Kings,San Antonio,Spurs
22240,2006-05-05,Final,83,105,0,Sacramento,Kings,San Antonio,Spurs
22241,2006-04-30,Final,102,84,1,Sacramento,Kings,San Antonio,Spurs
22242,2006-04-28,Final,94,93,1,Sacramento,Kings,San Antonio,Spurs
22243,2005-11-21,Final,93,96,0,Sacramento,Kings,San Antonio,Spurs
22244,2005-01-23,Final,73,103,0,Sacramento,Kings,San Antonio,Spurs
22245,2005-01-02,Final,86,81,1,Sacramento,Kings,San Antonio,Spurs
22246,2004-03-14,Final,101,87,1,Sacramento,Kings,San Antonio,Spurs
22247,2004-02-06,Final,94,102,0,Sacramento,Kings,San Antonio,Spurs
22248,2019-02-04,Final,127,112,1,Sacramento,Kings,San Antonio,Spurs
22249,2018-11-12,Final,104,99,1,Sacramento,Kings,San Antonio,Spurs
22250,2018-01-08,Final,100,107,0,Sacramento,Kings,San Antonio,Spurs
22251,2017-12-23,Final,99,108,0,Sacramento,Kings,San Antonio,Spurs
22252,2017-10-02,Final,106,96,1,Sacramento,Kings,San Antonio,Spurs
22253,2016-11-16,Final,105,110,0,Sacramento,Kings,San Antonio,Spurs
22254,2016-10-27,Final,94,102,0,Sacramento,Kings,San Antonio,Spurs
22255,2016-02-24,Final,92,108,0,Sacramento,Kings,San Antonio,Spurs
22256,2015-11-09,Final,88,106,0,Sacramento,Kings,San Antonio,Spurs
22257,2015-10-08,Final,95,92,1,Sacramento,Kings,San Antonio,Spurs
22258,2015-02-27,Final,96,107,0,Sacramento,Kings,San Antonio,Spurs
22259,2014-11-15,Final,94,91,1,Sacramento,Kings,San Antonio,Spurs
22260,2020-02-03,Final,108,105,1,Los Angeles,Clippers,San Antonio,Spurs
22261,2014-02-18,Final,103,113,0,Los Angeles,Clippers,San Antonio,Spurs
22262,2013-12-16,Final,115,92,1,Los Angeles,Clippers,San Antonio,Spurs
22263,2013-02-21,Final,90,116,0,Los Angeles,Clippers,San Antonio,Spurs
22264,2012-11-07,Final,106,84,1,Los Angeles,Clippers,San Antonio,Spurs
22265,2012-05-20,Final,99,102,0,Los Angeles,Clippers,San Antonio,Spurs
22266,2012-05-19,Final,86,96,0,Los Angeles,Clippers,San Antonio,Spurs
22267,2012-02-18,Final,100,103,0,Los Angeles,Clippers,San Antonio,Spurs
22268,2010-12-01,Final,90,85,1,Los Angeles,Clippers,San Antonio,Spurs
22269,2010-11-01,Final,88,97,0,Los Angeles,Clippers,San Antonio,Spurs
22270,2010-10-12,Final,99,100,0,Los Angeles,Clippers,San Antonio,Spurs
22271,2010-02-06,Final,81,98,0,Los Angeles,Clippers,San Antonio,Spurs
22272,2009-12-13,Final,90,115,0,Los Angeles,Clippers,San Antonio,Spurs
22273,2009-03-02,Final,78,106,0,Los Angeles,Clippers,San Antonio,Spurs
22274,2008-11-17,Final,83,86,0,Los Angeles,Clippers,San Antonio,Spurs
22275,2008-01-06,Final,82,88,0,Los Angeles,Clippers,San Antonio,Spurs
22276,2007-03-05,Final,74,88,0,Los Angeles,Clippers,San Antonio,Spurs
22277,2006-12-11,Final,81,103,0,Los Angeles,Clippers,San Antonio,Spurs
22278,2006-03-28,Final,87,98,0,Los Angeles,Clippers,San Antonio,Spurs
22279,2006-03-07,Final,98,85,1,Los Angeles,Clippers,San Antonio,Spurs
22280,2005-04-09,Final,124,125,0,Los Angeles,Clippers,San Antonio,Spurs
22281,2004-12-31,Final,79,98,0,Los Angeles,Clippers,San Antonio,Spurs
22282,2004-04-11,Final,79,88,0,Los Angeles,Clippers,San Antonio,Spurs
22283,2003-12-01,Final,91,83,1,Los Angeles,Clippers,San Antonio,Spurs
22284,2019-10-31,Final,103,97,1,Los Angeles,Clippers,San Antonio,Spurs
22285,2018-12-29,Final,111,122,0,Los Angeles,Clippers,San Antonio,Spurs
22286,2018-11-15,Final,116,111,1,Los Angeles,Clippers,San Antonio,Spurs
22287,2018-04-03,Final,113,110,1,Los Angeles,Clippers,San Antonio,Spurs
22288,2017-02-24,Final,97,105,0,Los Angeles,Clippers,San Antonio,Spurs
22289,2016-12-22,Final,106,101,1,Los Angeles,Clippers,San Antonio,Spurs
22290,2016-02-18,Final,105,86,1,Los Angeles,Clippers,San Antonio,Spurs
22291,2015-05-02,Final,111,109,1,Los Angeles,Clippers,San Antonio,Spurs
22292,2015-04-28,Final,107,111,0,Los Angeles,Clippers,San Antonio,Spurs
22293,2015-04-22,Final,107,111,0,Los Angeles,Clippers,San Antonio,Spurs
22294,2015-04-19,Final,107,92,1,Los Angeles,Clippers,San Antonio,Spurs
22295,2015-02-19,Final,119,115,1,Los Angeles,Clippers,San Antonio,Spurs
22296,2014-11-10,Final,85,89,0,Los Angeles,Clippers,San Antonio,Spurs
22297,2020-08-03,Final,132,130,1,Philadelphia,76ers,San Antonio,Spurs
22298,2013-11-11,Final,85,109,0,Philadelphia,76ers,San Antonio,Spurs
22299,2013-01-21,Final,85,90,0,Philadelphia,76ers,San Antonio,Spurs
22300,2012-02-08,Final,90,100,0,Philadelphia,76ers,San Antonio,Spurs
22301,2011-02-11,Final,77,71,1,Philadelphia,76ers,San Antonio,Spurs
22302,2010-02-19,Final,106,94,1,Philadelphia,76ers,San Antonio,Spurs
22303,2009-01-16,Final,109,87,1,Philadelphia,76ers,San Antonio,Spurs
22304,2008-03-15,Final,103,96,1,Philadelphia,76ers,San Antonio,Spurs
22305,2007-01-21,Final,85,99,0,Philadelphia,76ers,San Antonio,Spurs
22306,2006-02-15,Final,103,100,1,Philadelphia,76ers,San Antonio,Spurs
22307,2005-10-12,Final,100,88,1,Philadelphia,76ers,San Antonio,Spurs
22308,2004-11-18,Final,80,88,0,Philadelphia,76ers,San Antonio,Spurs
22309,2003-11-14,Final,100,96,1,Philadelphia,76ers,San Antonio,Spurs
22310,2019-11-22,Final,115,104,1,Philadelphia,76ers,San Antonio,Spurs
22311,2019-01-23,Final,122,120,1,Philadelphia,76ers,San Antonio,Spurs
22312,2018-01-03,Final,112,106,1,Philadelphia,76ers,San Antonio,Spurs
22313,2017-02-08,Final,103,111,0,Philadelphia,76ers,San Antonio,Spurs
22314,2015-12-07,Final,68,119,0,Philadelphia,76ers,San Antonio,Spurs
22315,2014-12-01,Final,103,109,0,Philadelphia,76ers,San Antonio,Spurs
22316,2020-03-08,Final,132,129,1,Cleveland,Cavaliers,San Antonio,Spurs
22317,2014-03-04,Final,101,122,0,Cleveland,Cavaliers,San Antonio,Spurs
22318,2013-02-13,Final,95,96,0,Cleveland,Cavaliers,San Antonio,Spurs
22319,2012-04-03,Final,90,125,0,Cleveland,Cavaliers,San Antonio,Spurs
22320,2011-03-02,Final,99,109,0,Cleveland,Cavaliers,San Antonio,Spurs
22321,2010-10-14,Final,106,80,1,Cleveland,Cavaliers,San Antonio,Spurs
22322,2010-03-08,Final,97,95,1,Cleveland,Cavaliers,San Antonio,Spurs
22323,2009-04-05,Final,101,81,1,Cleveland,Cavaliers,San Antonio,Spurs
22324,2008-10-16,Final,70,91,0,Cleveland,Cavaliers,San Antonio,Spurs
22325,2008-02-13,Final,105,112,0,Cleveland,Cavaliers,San Antonio,Spurs
22326,2007-06-14,Final,82,83,0,Cleveland,Cavaliers,San Antonio,Spurs
22327,2007-06-12,Final,72,75,0,Cleveland,Cavaliers,San Antonio,Spurs
22328,2007-01-02,Final,82,78,1,Cleveland,Cavaliers,San Antonio,Spurs
22329,2006-02-13,Final,101,87,1,Cleveland,Cavaliers,San Antonio,Spurs
22330,2005-02-28,Final,92,94,0,Cleveland,Cavaliers,San Antonio,Spurs
22331,2004-02-20,Final,89,87,1,Cleveland,Cavaliers,San Antonio,Spurs
22332,2019-04-07,Final,90,112,0,Cleveland,Cavaliers,San Antonio,Spurs
22333,2018-02-25,Final,94,110,0,Cleveland,Cavaliers,San Antonio,Spurs
22334,2017-01-21,Final,115,118,0,Cleveland,Cavaliers,San Antonio,Spurs
22335,2016-01-30,Final,117,103,1,Cleveland,Cavaliers,San Antonio,Spurs
22336,2014-11-19,Final,90,92,0,Cleveland,Cavaliers,San Antonio,Spurs
22337,2020-03-03,Final,103,104,0,Charlotte,Hornets,San Antonio,Spurs
22338,2014-02-08,Final,100,104,0,Charlotte,Hornets,San Antonio,Spurs
22339,2012-12-08,Final,102,132,0,Charlotte,Hornets,San Antonio,Spurs
22340,2010-11-08,Final,91,95,0,Charlotte,Hornets,San Antonio,Spurs
22341,2010-01-15,Final,92,76,1,Charlotte,Hornets,San Antonio,Spurs
22342,2009-01-19,Final,84,86,0,Charlotte,Hornets,San Antonio,Spurs
22343,2008-01-21,Final,86,95,0,Charlotte,Hornets,San Antonio,Spurs
22344,2006-12-06,Final,76,96,0,Charlotte,Hornets,San Antonio,Spurs
22345,2005-11-09,Final,86,94,0,Charlotte,Hornets,San Antonio,Spurs
22346,2005-02-08,Final,85,104,0,Charlotte,Hornets,San Antonio,Spurs
22347,2019-03-26,Final,125,116,1,Charlotte,Hornets,San Antonio,Spurs
22348,2017-11-25,Final,86,106,0,Charlotte,Hornets,San Antonio,Spurs
22349,2016-11-23,Final,114,119,0,Charlotte,Hornets,San Antonio,Spurs
22350,2016-03-21,Final,91,88,1,Charlotte,Hornets,San Antonio,Spurs
22351,2015-01-14,Final,93,98,0,Charlotte,Hornets,San Antonio,Spurs
22352,2020-01-15,Final,106,100,1,Miami,Heat,San Antonio,Spurs
22353,2014-06-12,Final,86,107,0,Miami,Heat,San Antonio,Spurs
22354,2014-06-10,Final,92,111,0,Miami,Heat,San Antonio,Spurs
22355,2014-01-26,Final,113,101,1,Miami,Heat,San Antonio,Spurs
22356,2013-10-19,Final,121,96,1,Miami,Heat,San Antonio,Spurs
22357,2013-06-20,Final,95,88,1,Miami,Heat,San Antonio,Spurs
22358,2013-06-18,Final,103,100,1,Miami,Heat,San Antonio,Spurs
22359,2013-06-09,Final,103,84,1,Miami,Heat,San Antonio,Spurs
22360,2013-06-06,Final,88,92,0,Miami,Heat,San Antonio,Spurs
22361,2012-11-29,Final,105,100,1,Miami,Heat,San Antonio,Spurs
22362,2012-10-20,Final,104,101,1,Miami,Heat,San Antonio,Spurs
22363,2012-01-17,Final,120,98,1,Miami,Heat,San Antonio,Spurs
22364,2011-03-14,Final,110,80,1,Miami,Heat,San Antonio,Spurs
22365,2010-03-16,Final,76,88,0,Miami,Heat,San Antonio,Spurs
22366,2009-10-11,Final,93,95,0,Miami,Heat,San Antonio,Spurs
22367,2009-01-05,Final,84,91,0,Miami,Heat,San Antonio,Spurs
22368,2008-01-24,Final,89,90,0,Miami,Heat,San Antonio,Spurs
22369,2007-10-23,Final,87,104,0,Miami,Heat,San Antonio,Spurs
22370,2007-02-11,Final,100,85,1,Miami,Heat,San Antonio,Spurs
22371,2006-01-20,Final,94,101,0,Miami,Heat,San Antonio,Spurs
22372,2005-10-10,Final,103,101,1,Miami,Heat,San Antonio,Spurs
22373,2005-02-13,Final,96,92,1,Miami,Heat,San Antonio,Spurs
22374,2003-12-06,Final,70,86,0,Miami,Heat,San Antonio,Spurs
22375,2019-10-08,Final,107,89,1,Miami,Heat,San Antonio,Spurs
22376,2018-11-07,Final,95,88,1,Miami,Heat,San Antonio,Spurs
22377,2017-10-25,Final,100,117,0,Miami,Heat,San Antonio,Spurs
22378,2016-10-30,Final,99,106,0,Miami,Heat,San Antonio,Spurs
22379,2016-02-09,Final,101,119,0,Miami,Heat,San Antonio,Spurs
22380,2015-10-12,Final,97,94,1,Miami,Heat,San Antonio,Spurs
22381,2015-03-31,Final,81,95,0,Miami,Heat,San Antonio,Spurs
22382,2020-07-23,Final,113,92,1,Milwaukee,Bucks,San Antonio,Spurs
22383,2020-01-04,Final,127,118,1,Milwaukee,Bucks,San Antonio,Spurs
22384,2013-12-11,Final,77,109,0,Milwaukee,Bucks,San Antonio,Spurs
22385,2013-01-02,Final,110,117,0,Milwaukee,Bucks,San Antonio,Spurs
22386,2012-01-10,Final,106,103,1,Milwaukee,Bucks,San Antonio,Spurs
22387,2011-01-12,Final,84,91,0,Milwaukee,Bucks,San Antonio,Spurs
22388,2009-12-26,Final,97,112,0,Milwaukee,Bucks,San Antonio,Spurs
22389,2008-11-12,Final,82,78,1,Milwaukee,Bucks,San Antonio,Spurs
22390,2008-03-01,Final,94,96,0,Milwaukee,Bucks,San Antonio,Spurs
22391,2007-03-15,Final,101,90,1,Milwaukee,Bucks,San Antonio,Spurs
22392,2005-12-20,Final,109,107,1,Milwaukee,Bucks,San Antonio,Spurs
